ONTOLOGY,ID,Description,Fold_Enrichment_Score,Count,pvalue,p.adjust,geneID
BP,GO:2000573,positive regulation of DNA biosynthetic process,0.5550930605934471,1,0.8394969513712417,0.9333352277065349,HMBOX1
BP,GO:0001704,formation of primary germ layer,0.6147311580125778,2,0.8403920752017051,0.9340751262077968,KIF16B/RTF1
BP,GO:0006937,regulation of muscle contraction,0.6524778080659817,3,0.842141826175919,0.9348291798788018,C12orf57/DOCK5/PDE4B
BP,GO:0043901,negative regulation of multi-organism process,0.6524778080659817,3,0.842141826175919,0.9348291798788018,ARG2/MAPKBP1/BANF1
MF,GO:0004386,helicase activity,0.6514233128834357,3,0.8431239790997378,0.9365866177934787,INO80/DHX34/RAD54L2
MF,GO:0042277,peptide binding,0.7198779661016949,6,0.8436017593362845,0.9365866177934787,PPIE/LANCL1/ITM2B/TOMM20/NPBWR1/KPNA5
BP,GO:0043500,muscle adaptation,0.6096923780288681,2,0.8437155291293912,0.9348291798788018,PAK1/GTF2IRD2
BP,GO:1903409,reactive oxygen species biosynthetic process,0.6096923780288681,2,0.8437155291293912,0.9348291798788018,CTNS/ARG2
BP,GO:0002292,T cell differentiation involved in immune response,0.5469299273494258,1,0.8438281092711307,0.9348291798788018,RC3H2
BP,GO:0019915,lipid storage,0.5469299273494258,1,0.8438281092711307,0.9348291798788018,FITM2
BP,GO:0031343,positive regulation of cell killing,0.5469299273494258,1,0.8438281092711307,0.9348291798788018,FAM49B
BP,GO:0033866,nucleoside bisphosphate biosynthetic process,0.5469299273494258,1,0.8438281092711307,0.9348291798788018,MPC2
BP,GO:0034030,ribonucleoside bisphosphate biosynthetic process,0.5469299273494258,1,0.8438281092711307,0.9348291798788018,MPC2
BP,GO:0034033,purine nucleoside bisphosphate biosynthetic process,0.5469299273494258,1,0.8438281092711307,0.9348291798788018,MPC2
BP,GO:0035924,cellular response to vascular endothelial growth factor stimulus,0.5469299273494258,1,0.8438281092711307,0.9348291798788018,MYO1C
BP,GO:0050918,positive chemotaxis,0.5469299273494258,1,0.8438281092711307,0.9348291798788018,MET
CC,GO:0048786,presynaptic active zone,0.543452495796698,1,0.8455235014035879,0.9473499875941275,PNISR
BP,GO:0051928,positive regulation of calcium ion transport,0.6047355294270074,2,0.8469761185722834,0.9380612170846852,BAX/STAC
BP,GO:0034381,plasma lipoprotein particle clearance,0.5390034066632022,1,0.8480426178801992,0.9382206607388225,CNPY2
BP,GO:0050771,negative regulation of axonogenesis,0.5390034066632022,1,0.8480426178801992,0.9382206607388225,CDK5
BP,GO:0051865,protein autoubiquitination,0.5390034066632022,1,0.8480426178801992,0.9382206607388225,DTX3L
BP,GO:0086003,cardiac muscle cell contraction,0.5390034066632022,1,0.8480426178801992,0.9382206607388225,PDE4B
BP,GO:0001838,embryonic epithelial tube formation,0.5998586299961445,2,0.8501748129367706,0.9394363730953628,MTHFD1L/BCL10
BP,GO:0014013,regulation of gliogenesis,0.5998586299961445,2,0.8501748129367706,0.9394363730953628,DUSP10/PPP1CC
BP,GO:0050714,positive regulation of protein secretion,0.6938663257418088,5,0.8505222784390174,0.9394363730953628,ANO1/CAPN10/MPC2/IL1RAP/MYO18A
MF,GO:0008514,organic anion transmembrane transporter activity,0.6709763033175355,4,0.8507602906921197,0.9430277544354436,CTNS/SLC36A1/SLC7A1/MPC2
BP,GO:0044706,multi-multicellular organism process,0.6701123434191163,4,0.8512607384775133,0.9394363730953628,VMP1/VDR/ADCY7/LDOC1
BP,GO:0001756,somitogenesis,0.5313033579965851,1,0.8521436127634927,0.9394363730953628,RBPJ
BP,GO:0010517,regulation of phospholipase activity,0.5313033579965851,1,0.8521436127634927,0.9394363730953628,ARL1
BP,GO:0032720,negative regulation of tumor necrosis factor production,0.5313033579965851,1,0.8521436127634927,0.9394363730953628,ARG2
BP,GO:0034121,regulation of toll-like receptor signaling pathway,0.5313033579965851,1,0.8521436127634927,0.9394363730953628,APPL2
BP,GO:0051966,"regulation of synaptic transmission, glutamatergic",0.5313033579965851,1,0.8521436127634927,0.9394363730953628,CDK5
BP,GO:0060395,SMAD protein signal transduction,0.5313033579965851,1,0.8521436127634927,0.9394363730953628,TGFBR1
BP,GO:0061515,myeloid cell development,0.5313033579965851,1,0.8521436127634927,0.9394363730953628,PIP4K2A
BP,GO:0072091,regulation of stem cell proliferation,0.5313033579965851,1,0.8521436127634927,0.9394363730953628,HNRNPU
BP,GO:2001259,positive regulation of cation channel activity,0.5313033579965851,1,0.8521436127634927,0.9394363730953628,STAC
BP,GO:0002478,antigen processing and presentation of exogenous peptide antigen,0.6375640295959021,3,0.8531736241041029,0.9403170693187457,RAB7A/CAPZA1/DCTN4
CC,GO:0099056,integral component of presynaptic membrane,0.5285633863228159,1,0.8534551771043559,0.9541848653892049,PSEN2
MF,GO:0001158,enhancer sequence-specific DNA binding,0.5948571428571429,2,0.8536385589261343,0.9435646010040584,RBBP4/LDB1
BP,GO:0051961,negative regulation of nervous system development,0.7084044773287801,6,0.8539210886269103,0.9408859665585783,APPL2/HMG20A/DUSP10/SNAPIN/CDK5/ZHX2
MF,GO:0005518,collagen binding,0.5282686567164179,1,0.8539599050813708,0.9435646010040584,PAK1
BP,GO:0001936,regulation of endothelial cell proliferation,0.6339415067004709,3,0.8558244268484234,0.9424725956739,TGFBR1/ARNT/PDCD6
BP,GO:0050796,regulation of insulin secretion,0.6339415067004709,3,0.8558244268484234,0.9424725956739,ANO1/CAPN10/MPC2
BP,GO:0051057,positive regulation of small GTPase mediated signal transduction,0.5238202121093093,1,0.8561341453652522,0.9425585124075362,ALS2
CC,GO:0098839,postsynaptic density membrane,0.5214206378589941,1,0.8572672522672391,0.954350936818871,ADCY1
CC,GO:0099060,integral component of postsynaptic specialization membrane,0.5214206378589941,1,0.8572672522672391,0.954350936818871,ADCY1
BP,GO:0045665,negative regulation of neuron differentiation,0.661177512173528,4,0.8583731281862574,0.9445920325456505,HMG20A/SNAPIN/CDK5/ZHX2
BP,GO:0006305,DNA alkylation,0.5165449313855688,1,0.8600171852613027,0.9445920325456505,PIK3CA
BP,GO:0006306,DNA methylation,0.5165449313855688,1,0.8600171852613027,0.9445920325456505,PIK3CA
BP,GO:0006635,fatty acid beta-oxidation,0.5165449313855688,1,0.8600171852613027,0.9445920325456505,ACAD11
BP,GO:0019226,transmission of nerve impulse,0.5165449313855688,1,0.8600171852613027,0.9445920325456505,GBA
BP,GO:0060193,positive regulation of lipase activity,0.5165449313855688,1,0.8600171852613027,0.9445920325456505,ARL1
BP,GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,0.5165449313855688,1,0.8600171852613027,0.9445920325456505,ARG2
BP,GO:1903747,regulation of establishment of protein localization to mitochondrion,0.5165449313855688,1,0.8600171852613027,0.9445920325456505,CSNK2A2
BP,GO:0018108,peptidyl-tyrosine phosphorylation,0.7171863510146741,7,0.8600710148842402,0.9445920325456505,EHD4/DYRK1B/MET/YES1/RAP2B/PTPN1/CNOT7
BP,GO:2001257,regulation of cation channel activity,0.6268185684229375,3,0.8610008942888959,0.9453580669277271,STAC/PDE4B/MYO5A
BP,GO:0008064,regulation of actin polymerization or depolymerization,0.6233167887110774,3,0.8635275404284133,0.9458736451480168,CAPZA1/MYO1C/CYFIP1
BP,GO:1903034,regulation of response to wounding,0.6233167887110774,3,0.8635275404284133,0.9458736451480168,CDKN1A/DUSP10/CLASP2
BP,GO:0002312,B cell activation involved in immune response,0.509468973421383,1,0.8637956223512493,0.9458736451480168,RNF168
BP,GO:0009988,cell-cell recognition,0.509468973421383,1,0.8637956223512493,0.9458736451480168,ST6GALNAC6
BP,GO:0030239,myofibril assembly,0.509468973421383,1,0.8637956223512493,0.9458736451480168,ACTG1
BP,GO:0032945,negative regulation of mononuclear cell proliferation,0.509468973421383,1,0.8637956223512493,0.9458736451480168,ARG2
BP,GO:0043627,response to estrogen,0.509468973421383,1,0.8637956223512493,0.9458736451480168,GBA
BP,GO:0045685,regulation of glial cell differentiation,0.509468973421383,1,0.8637956223512493,0.9458736451480168,DUSP10
BP,GO:0046128,purine ribonucleoside metabolic process,0.509468973421383,1,0.8637956223512493,0.9458736451480168,CARD11
BP,GO:0050672,negative regulation of lymphocyte proliferation,0.509468973421383,1,0.8637956223512493,0.9458736451480168,ARG2
CC,GO:0031594,neuromuscular junction,0.5076990421258626,1,0.8645970435665772,0.9602769167302887,CDK5
BP,GO:1903038,negative regulation of leukocyte cell-cell adhesion,0.5766082955001699,2,0.865273309277948,0.9465872291469455,RC3H2/ARG2
BP,GO:0043270,positive regulation of ion transport,0.6762042738138355,5,0.8654588195914502,0.9465872291469455,BAX/SNX4/VAMP7/STAC/TRIAP1
BP,GO:0018212,peptidyl-tyrosine modification,0.7113077743670128,7,0.8655300716231946,0.9465872291469455,EHD4/DYRK1B/MET/YES1/RAP2B/PTPN1/CNOT7
BP,GO:0030832,regulation of actin filament length,0.6198539176626826,3,0.8660137814686419,0.9465872291469455,CAPZA1/MYO1C/CYFIP1
BP,GO:0043534,blood vessel endothelial cell migration,0.6198539176626826,3,0.8660137814686419,0.9465872291469455,SRPX2/STARD13/CSNK2B
MF,GO:0005262,calcium channel activity,0.5755121951219513,2,0.86616522979681565,0.9555314836647412,TRPM7/CDK5
BP,GO:0001895,retina homeostasis,0.5025842575643372,1,0.8674722689920877,0.9465872291469455,ACTG1
BP,GO:0014015,positive regulation of gliogenesis,0.5025842575643372,1,0.8674722689920877,0.9465872291469455,PPP1CC
BP,GO:0031670,cellular response to nutrient,0.5025842575643372,1,0.8674722689920877,0.9465872291469455,VDR
BP,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",0.5025842575643372,1,0.8674722689920877,0.9465872291469455,RC3H2
BP,GO:0060998,regulation of dendritic spine development,0.5025842575643372,1,0.8674722689920877,0.9465872291469455,CDK5
BP,GO:0099601,regulation of neurotransmitter receptor activity,0.5025842575643372,1,0.8674722689920877,0.9465872291469455,CDK5
BP,GO:1900182,positive regulation of protein localization to nucleus,0.5025842575643372,1,0.8674722689920877,0.9465872291469455,DTX3L
BP,GO:1903671,negative regulation of sprouting angiogenesis,0.5025842575643372,1,0.8674722689920877,0.9465872291469455,STARD13
CC,GO:0005743,mitochondrial inner membrane,0.7341778960128752,9,0.867601034411115,0.9602769167302887,SLC25A43/PTPMT1/MPC2/OMA1/TMEM65/C15orf48/UCP2/DNAJC30/ACAD11
CC,GO:0098948,intrinsic component of postsynaptic specialization membrane,0.5011055480722799,1,0.8681198229941766,0.9602769167302887,ADCY1
BP,GO:0050671,positive regulation of lymphocyte proliferation,0.5721728470732454,2,0.8681205998844281,0.9470406544193761,CDKN1A/CARD11
BP,GO:0002285,lymphocyte activation involved in immune response,0.6164293103827783,3,0.8684601063147039,0.9471570274767334,RC3H2/VAMP7/RNF168
MF,GO:0017022,myosin binding,0.49850704225352116,1,0.8698368666877018,0.9580612081584037,TRPM7
BP,GO:0019884,antigen processing and presentation of exogenous antigen,0.6130423361499059,3,0.8708670027905182,0.9484557920022093,RAB7A/CAPZA1/DCTN4
BP,GO:0032946,positive regulation of mononuclear cell proliferation,0.5678051154161978,2,0.8709125794845041,0.9484557920022093,CDKN1A/CARD11
BP,GO:0098754,detoxification,0.5678051154161978,2,0.8709125794845041,0.9484557920022093,SESN1/UBIAD1
BP,GO:0002200,somatic diversification of immune receptors,0.49588313413014606,1,0.8710498620747921,0.9484557920022093,RNF168
BP,GO:0010611,regulation of cardiac muscle hypertrophy,0.49588313413014606,1,0.8710498620747921,0.9484557920022093,PAK1
BP,GO:0015914,phospholipid transport,0.49588313413014606,1,0.8710498620747921,0.9484557920022093,TRIAP1
BP,GO:0002040,sprouting angiogenesis,0.6096923780288681,3,0.8732349574542112,0.9503263260898156,SRPX2/STARD13/PARVA
BP,GO:0021953,central nervous system neuron differentiation,0.6096923780288681,3,0.8732349574542112,0.9503263260898156,C12orf57/CDK5/LDB1
BP,GO:0072175,epithelial tube formation,0.5635035615115297,2,0.8736501564514619,0.9504655016309611,MTHFD1L/BCL10
BP,GO:0001937,negative regulation of endothelial cell proliferation,0.48935835604948624,1,0.8745310650454,0.9504655016309611,TGFBR1
BP,GO:0042278,purine nucleoside metabolic process,0.48935835604948624,1,0.8745310650454,0.9504655016309611,CARD11
BP,GO:0046902,regulation of mitochondrial membrane permeability,0.48935835604948624,1,0.8745310650454,0.9504655016309611,BAX
BP,GO:1901264,carbohydrate derivative transport,0.48935835604948624,1,0.8745310650454,0.9504655016309611,SLC35E3
CC,GO:0005758,mitochondrial intermembrane space,0.48841933166538676,1,0.8748933203360774,0.9651510758554317,TRIAP1
BP,GO:0050864,regulation of B cell activation,0.6063788324961026,3,0.8755644554212049,0.9513344563711168,CDKN1A/TNIP2/CARD11
CC,GO:0044306,neuron projection terminus,0.5592047420516747,2,0.8762312070626088,0.9651510758554317,ACTG1/CYFIP1
BP,GO:0007224,smoothened signaling pathway,0.5592666926279843,2,0.8763342304103603,0.9519165952761937,WDR11/BTRC
BP,GO:0006809,nitric oxide biosynthetic process,0.48300305272416827,1,0.8779184698720759,0.9528741556669169,ARG2
BP,GO:0008344,adult locomotory behavior,0.48300305272416827,1,0.8779184698720759,0.9528741556669169,CTNS
BP,GO:2000779,regulation of double-strand break repair,0.48300305272416827,1,0.8779184698720759,0.9528741556669169,DTX3L
BP,GO:0032355,response to estradiol,0.5550930605934471,2,0.8789656920511879,0.9537563177551966,MBD4/ARNT2
BP,GO:0060560,developmental growth involved in morphogenesis,0.6330422988895481,4,0.8800233317038919,0.954649310232382,PAK1/ZFYVE27/CDK5/CYFIP1
MF,GO:0002020,protease binding,0.55303125,2,0.8804394321195408,0.9666752058816442,BCL10/CRADD
MF,GO:0019955,cytokine binding,0.55303125,2,0.8804394321195408,0.9666752058816442,TGFBR1/COPS5
BP,GO:0014743,regulation of muscle hypertrophy,0.47681070589437125,1,0.8812145989595936,0.9546687053442415,PAK1
BP,GO:0030433,ubiquitin-dependent ERAD pathway,0.47681070589437125,1,0.8812145989595936,0.9546687053442415,EDEM1
BP,GO:0032413,negative regulation of ion transmembrane transporter activity,0.47681070589437125,1,0.8812145989595936,0.9546687053442415,NEDD4
BP,GO:0070664,negative regulation of leukocyte proliferation,0.47681070589437125,1,0.8812145989595936,0.9546687053442415,ARG2
BP,GO:0072347,response to anesthetic,0.47681070589437125,1,0.8812145989595936,0.9546687053442415,CDK5
BP,GO:0007498,mesoderm development,0.5509812601446068,2,0.88154542295834,0.9547728382839529,ACVR2B/LDB1
BP,GO:0019933,cAMP-mediated signaling,0.5966508298357373,3,0.8823270351485378,0.9553650196923746,ADCY7/ADCY9/ADCY1
BP,GO:0043062,extracellular structure organization,0.7050471101376484,8,0.8839396675765621,0.9566148146044748,ITGA6/HAS3/TGFBR1/SDC1/PLAGL2/ADAMTS14/CLASP2/P4HB
MF,GO:0016835,carbon-oxygen lyase activity,0.47192,1,0.8839908156411996,0.9675175068828878,PCBD1
MF,GO:0019905,syntaxin binding,0.47192,1,0.8839908156411996,0.9675175068828878,VAMP7
BP,GO:0007292,female gamete generation,0.5469299273494258,2,0.8840742954556791,0.9566148146044748,DIAPH2/TOB2
CC,GO:0098889,intrinsic component of presynaptic membrane,0.47055033172640925,1,0.8844080655072197,0.9721025361376825,PSEN2
BP,GO:0043536,positive regulation of blood vessel endothelial cell migration,0.47077512733874627,1,0.8844219070126424,0.9566148146044748,SRPX2
BP,GO:1900034,regulation of cellular response to heat,0.47077512733874627,1,0.8844219070126424,0.9566148146044748,NUP62
MF,GO:0017124,SH3 domain binding,0.544523076923077,2,0.8857453511682162,0.9679135519841356,LANCL1/INPPL1
BP,GO:0002440,production of molecular mediator of immune response,0.650196417128688,5,0.8863861536420243,0.9580080056305688,MAP3K7/BCL10/RNF168/IL7R/CARD11
BP,GO:0060048,cardiac muscle contraction,0.5429377380987,2,0.8865531724664637,0.9580080056305688,PIK3CA/PDE4B
BP,GO:1903670,regulation of sprouting angiogenesis,0.5429377380987,2,0.8865531724664637,0.9580080056305688,SRPX2/STARD13
BP,GO:0048002,antigen processing and presentation of peptide antigen,0.59033706444065,3,0.8866519521138375,0.9580080056305688,RAB7A/CAPZA1/DCTN4
CC,GO:0005902,microvillus,0.4648810506212718,1,0.8874163404512387,0.9721460154651654,MYO1C
BP,GO:0022617,extracellular matrix disassembly,0.46489043824701193,1,0.8875427828493191,0.9584613858855934,CLASP2
BP,GO:0097061,dendritic spine organization,0.46489043824701193,1,0.8875427828493191,0.9584613858855934,CDK5
MF,GO:0051082,unfolded protein binding,0.5403664122137405,2,0.8883158436087895,0.9688675295689542,PPIE/TOMM20
BP,GO:0048562,embryonic organ morphogenesis,0.6456811642319611,5,0.8898761683780515,0.9600118168785762,NDRG4/TGFBR1/MTHFD1L/MICAL2/FRS2
BP,GO:0060070,canonical Wnt signaling pathway,0.6661116727121364,6,0.8902067916996714,0.9600118168785762,SDC1/PYGO2/BTRC/SDHAF2/RBPJ/TBL1XR1
BP,GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,0.4591510501205056,1,0.8905795511661367,0.9600118168785762,TGFBR1
BP,GO:0031145,anaphase-promoting complex-dependent catabolic process,0.4591510501205056,1,0.8905795511661367,0.9600118168785762,CDC26
BP,GO:0048708,astrocyte differentiation,0.4591510501205056,1,0.8905795511661367,0.9600118168785762,CDK6
CC,GO:0099572,postsynaptic specialization,0.6652608138200957,6,0.89073604995125,0.9721460154651654,ALS2/ADCY1/CDK5/NSMF/YES1/PDE4B
MF,GO:0005178,integrin binding,0.5362727272727272,2,0.8908326744672737,0.9688675295689542,ANXA7/P4HB
BP,GO:0001935,endothelial cell proliferation,0.5841555244988631,3,0.8908345254396752,0.9600118168785762,TGFBR1/ARNT/PDCD6
BP,GO:0002700,regulation of production of molecular mediator of immune response,0.5351256843131073,2,0.8913643439765999,0.9600118168785762,MAP3K7/BCL10
BP,GO:0070665,positive regulation of leukocyte proliferation,0.5351256843131073,2,0.8913643439765999,0.9600118168785762,CDKN1A/CARD11
BP,GO:0007162,negative regulation of cell adhesion,0.6434469733522656,5,0.8915863964772719,0.9600118168785762,RC3H2/ARG2/CD164/CLASP2/APOD
BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.617281909705576,4,0.8915884822625478,0.9600118168785762,TGFBR1/ACVR2B/RBPJ/CSNK2B
BP,GO:0048568,embryonic organ development,0.6951632721450646,8,0.8926878834539796,0.9600118168785762,THOC5/NDRG4/TGFBR1/MTHFD1L/MICAL2/ARNT/FRS2/RBPJ
BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,0.5811130478087649,3,0.8928736082326398,0.9600118168785762,EHD4/YES1/PTPN1
CC,GO:0098803,respiratory chain complex,0.4539426729595948,1,0.8932004932284504,0.9721460154651654,C15orf48
MF,GO:0015078,proton transmembrane transporter activity,0.5322406015037594,2,0.8932968162910127,0.9688675295689542,SLC36A1/C15orf48
CC,GO:0034702,ion channel complex,0.6409489568366371,5,0.8933354735648321,0.9721460154651654,CLCC1/ANO1/PIDD1/PDE4B/LRRC8B
BP,GO:0046209,nitric oxide metabolic process,0.4535516470702556,1,0.8935344742558456,0.9600118168785762,ARG2
BP,GO:0055117,regulation of cardiac muscle contraction,0.4535516470702556,1,0.8935344742558456,0.9600118168785762,PDE4B
MF,GO:0001540,amyloid-beta binding,0.4537692307692308,1,0.8935886136024456,0.9688675295689542,ITM2B
MF,GO:0003724,RNA helicase activity,0.4537692307692308,1,0.8935886136024456,0.9688675295689542,DHX34
BP,GO:0033865,nucleoside bisphosphate metabolic process,0.5313033579965851,2,0.8936983162534828,0.9600118168785762,IMPAD1/MPC2
BP,GO:0033875,ribonucleoside bisphosphate metabolic process,0.5313033579965851,2,0.8936983162534828,0.9600118168785762,IMPAD1/MPC2
BP,GO:0034032,purine nucleoside bisphosphate metabolic process,0.5313033579965851,2,0.8936983162534828,0.9600118168785762,IMPAD1/MPC2
BP,GO:0035023,regulation of Rho protein signal transduction,0.5313033579965851,2,0.8936983162534828,0.9600118168785762,ALS2/MET
BP,GO:0035725,sodium ion transmembrane transport,0.5313033579965851,2,0.8936983162534828,0.9600118168785762,NEDD4/CNNM4
BP,GO:0072073,kidney epithelium development,0.5313033579965851,2,0.8936983162534828,0.9600118168785762,ARG2/SDC1
CC,GO:0098984,neuron to neuron synapse,0.6614593234554095,6,0.8937772387865917,0.9721460154651654,ALS2/VAMP7/ADCY1/CDK5/NSMF/PDE4B
BP,GO:0002377,immunoglobulin production,0.5781020993745226,3,0.8948785098085291,0.9607721768015562,RNF168/IL7R/CARD11
BP,GO:0006413,translational initiation,0.5781020993745226,3,0.8948785098085291,0.9607721768015562,PAIP2/COPS5/YTHDF3
BP,GO:0050709,negative regulation of protein secretion,0.5275352490746235,2,0.8959856484122253,0.9608945659993358,ARG2/MAPKBP1
BP,GO:0008652,cellular amino acid biosynthetic process,0.4480871693947103,1,0.8964097536793213,0.9608945659993358,SEPHS2
BP,GO:0042509,regulation of tyrosine phosphorylation of STAT protein,0.4480871693947103,1,0.8964097536793213,0.9608945659993358,CNOT7
BP,GO:0098659,inorganic cation import across plasma membrane,0.4480871693947103,1,0.8964097536793213,0.9608945659993358,ISCU
BP,GO:0099587,inorganic ion import across plasma membrane,0.4480871693947103,1,0.8964097536793213,0.9608945659993358,ISCU
BP,GO:1903845,negative regulation of cellular response to transforming growth factor beta stimulus,0.4480871693947103,1,0.8964097536793213,0.9608945659993358,TGFBR1
MF,GO:0005089,Rho guanyl-nucleotide exchange factor activity,0.44802531645569615,1,0.8966084043509999,0.9701797574611642,ALS2
MF,GO:0020037,heme binding,0.5243555555555556,2,0.8980708629788094,0.9701797574611642,CYP26B1/CYB5D2
BP,GO:0010675,regulation of cellular carbohydrate metabolic process,0.5238202121093093,2,0.8982271547459592,0.9625890583526243,NUPR1/EPM2AIP1
BP,GO:0000245,spliceosomal complex assembly,0.4427527983304876,1,0.899207531892749,0.9628787153829174,CELF1
BP,GO:0046889,positive regulation of lipid biosynthetic process,0.4427527983304876,1,0.899207531892749,0.9628787153829174,LPGAT1
BP,GO:0050886,endocrine process,0.4427527983304876,1,0.899207531892749,0.9628787153829174,RASL10B
MF,GO:0051117,ATPase binding,0.44242499999999996,1,0.8995426646430024,0.9701797574611642,ZNHIT6
MF,GO:0052689,carboxylic ester hydrolase activity,0.5205000000000001,2,0.9003826526078431,0.9701797574611642,DDHD2/PLA2G3
CC,GO:0005746,mitochondrial respiratory chain,0.4384673545632449,1,0.9013253393255598,0.9750079516643226,C15orf48
CC,GO:0031970,organelle envelope lumen,0.4384673545632449,1,0.9013253393255598,0.9750079516643226,TRIAP1
BP,GO:0002028,regulation of sodium ion transport,0.43754394187954065,1,0.9019298938312963,0.9645243975041308,NEDD4
BP,GO:0034308,primary alcohol metabolic process,0.43754394187954065,1,0.9019298938312963,0.9645243975041308,AKR1C3
BP,GO:0045682,regulation of epidermis development,0.43754394187954065,1,0.9019298938312963,0.9645243975041308,VDR
BP,GO:1903901,negative regulation of viral life cycle,0.43754394187954065,1,0.9019298938312963,0.9645243975041308,BANF1
BP,GO:2001057,reactive nitrogen species metabolic process,0.43754394187954065,1,0.9019298938312963,0.9645243975041308,ARG2
BP,GO:1904064,positive regulation of cation transmembrane transport,0.5165449313855688,2,0.9025758972305007,0.964961563714501,BAX/STAC
CC,GO:0098862,cluster of actin-based cell projections,0.5144683626875407,2,0.9036792970291849,0.9750079516643226,MYO1B/MYO1C
CC,GO:1905368,peptidase complex,0.43354075507377027,1,0.9038941279344872,0.9750079516643226,TADA3
BP,GO:0015711,organic anion transport,0.694442148418773,9,0.904467787774465,0.9656933634624444,CTNS/PLA2G3/PRKAG2/SLC36A1/SLC7A1/MPC2/PRKAA2/TRIAP1/PRAF2
BP,GO:0007260,tyrosine phosphorylation of STAT protein,0.4324562216251274,1,0.9045788684504348,0.9656933634624444,CNOT7
BP,GO:0032760,positive regulation of tumor necrosis factor production,0.4324562216251274,1,0.9045788684504348,0.9656933634624444,CARD9
BP,GO:0060291,long-term synaptic potentiation,0.4324562216251274,1,0.9045788684504348,0.9656933634624444,ADCY1
BP,GO:0090559,regulation of membrane permeability,0.4324562216251274,1,0.9045788684504348,0.9656933634624444,BAX
BP,GO:0007605,sensory perception of sound,0.512982552548427,2,0.9046847119359331,0.9656933634624444,DIAPH1/MARVELD2
BP,GO:0051321,meiotic cell cycle,0.5974495591929471,4,0.9054850832134251,0.9662542411317135,CYP26B1/STAG2/AGO4/CCNB3
BP,GO:0034765,regulation of ion transmembrane transport,0.6930043799955458,9,0.9056852068424837,0.9662542411317135,NEDD4/BAX/DIAPH1/ISCU/PSEN2/STAC/DNAJC30/PDE4B/MYO5A
CC,GO:0030864,cortical actin cytoskeleton,0.4287236355729507,1,0.9063961709661501,0.9750341234454251,CAPZA1
BP,GO:0051250,negative regulation of lymphocyte activation,0.509468973421383,2,0.9067508578477963,0.966556406013499,RC3H2/ARG2
BP,GO:0061337,cardiac conduction,0.509468973421383,2,0.9067508578477963,0.966556406013499,TMEM65/ASPH
MF,GO:0015085,calcium ion transmembrane transporter activity,0.5092661870503598,2,0.9070281381907808,0.9758274861340444,TRPM7/CDK5
BP,GO:0030317,flagellated sperm motility,0.4274854604570225,1,0.907156430226042,0.966556406013499,PLA2G3
BP,GO:0048477,oogenesis,0.4274854604570225,1,0.907156430226042,0.966556406013499,DIAPH2
BP,GO:0097722,sperm motility,0.4274854604570225,1,0.907156430226042,0.966556406013499,PLA2G3
CC,GO:0099699,integral component of synaptic membrane,0.5076990421258626,2,0.9076613241286586,0.9750341234454251,PSEN2/ADCY1
BP,GO:0070972,protein localization to endoplasmic reticulum,0.5060031980919858,2,0.9087750989931704,0.9674549512416488,SEC62/TAPT1
BP,GO:0090263,positive regulation of canonical Wnt signaling pathway,0.5060031980919858,2,0.9087750989931704,0.9674549512416488,RBPJ/TBL1XR1
BP,GO:0070372,regulation of ERK1 and ERK2 cascade,0.6198539176626826,5,0.908937244300842,0.9674549512416488,PDE8A/NDRG4/DUSP10/FRS2/PTPN1
BP,GO:0106027,neuron projection organization,0.42262767113364724,1,0.9096645006143822,0.9674549512416488,CDK5
BP,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,0.42262767113364724,1,0.9096645006143822,0.9674549512416488,CARD9
BP,GO:1903725,regulation of phospholipid metabolic process,0.42262767113364724,1,0.9096645006143822,0.9674549512416488,MTMR3
BP,GO:2000177,regulation of neural precursor cell proliferation,0.42262767113364724,1,0.9096645006143822,0.9674549512416488,APPL2
MF,GO:0005126,cytokine receptor binding,0.6187762237762238,5,0.9098579307905612,0.9773589828430295,TGFBR1/ACVR2B/FRS2/PIDD1/IL1RAP
BP,GO:0002792,negative regulation of peptide secretion,0.5025842575643372,2,0.9107581892607947,0.9678590161736973,ARG2/MAPKBP1
BP,GO:0035148,tube formation,0.5025842575643372,2,0.9107581892607947,0.9678590161736973,MTHFD1L/BCL10
BP,GO:0051668,localization within membrane,0.5025842575643372,2,0.9107581892607947,0.9678590161736973,USP46/CDK5
CC,GO:0098798,mitochondrial protein complex,0.5890859114742834,4,0.9109732890023499,0.9765783612556055,HSD17B10/BAX/C15orf48/TOMM20
BP,GO:0006094,gluconeogenesis,0.41787904561529166,1,0.91210494947304,0.9680258112330621,PGM1
BP,GO:0032410,negative regulation of transporter activity,0.41787904561529166,1,0.91210494947304,0.9680258112330621,NEDD4
BP,GO:0046427,positive regulation of JAK-STAT cascade,0.41787904561529166,1,0.91210494947304,0.9680258112330621,CRLF3
BP,GO:0061053,somite development,0.41787904561529166,1,0.91210494947304,0.9680258112330621,RBPJ
BP,GO:0070126,mitochondrial translational termination,0.41787904561529166,1,0.91210494947304,0.9680258112330621,MTRF1L
